Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Brother Love's Travelling Salvation Show,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.442,0.457,209053,0.526,0.000133,8,0.193,-7.411,1,0.0281,134.91,4,train
Shilo,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.27,0.525,203107,0.693,4.51e-05,0,0.362,-5.343,1,0.0298,134.645,4,train
Play Me,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.469,0.49,230867,0.348,0.000152,2,0.123,-11.072,1,0.0253,106.955,3,train
"Cherry, Cherry",Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.0358,0.599,162107,0.783,4.1e-05,8,0.0507,-4.327,1,0.03,84.422,4,train
Soliltary Man,Neil Diamond,1968,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.209,0.529,154067,0.641,7.12e-05,4,0.192,-5.3,0,0.03,78.69,4,train
Heartlight,Neil Diamond,1982,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.539,0.57,265907,0.339,7.55e-05,3,0.152,-17.679,1,0.031,119.605,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Maps,Maroon 5,2014,['pop'],0.0205,0.742,189960,0.713,0.0,1,0.059,-5.522,0,0.0303,120.032,4,train
This Love,Maroon 5,2002,['pop'],0.0525,0.712,206200,0.862,0.0,5,0.093,-4.612,0,0.0378,95.051,4,train
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",2010,['pop'],0.0111,0.722,201160,0.758,0.0,11,0.308,-4.477,0,0.0471,128.047,4,train
Memories,Maroon 5,2021,['pop'],0.841,0.775,189486,0.327,0.0,11,0.0821,-7.241,1,0.0557,91.05,4,train
She Will Be Loved - Radio Mix,Maroon 5,2002,['pop'],0.228,0.651,259453,0.663,0.0,0,0.0994,-5.569,0,0.0281,102.0,4,train
Sugar,Maroon 5,2014,['pop'],0.0591,0.748,235493,0.788,0.0,1,0.0863,-7.055,1,0.0334,120.076,4,train
Animals,Maroon 5,2014,['pop'],0.000185,0.279,231013,0.742,0.0,4,0.593,-6.46,0,0.0898,189.868,4,train
One More Night,Maroon 5,2012,['pop'],0.0444,0.718,219467,0.82,0.0,5,0.0846,-3.453,0,0.0323,92.998,4,train
Payphone,"Maroon 5, Wiz Khalifa",2012,['pop'],0.0136,0.739,231387,0.756,0.0,4,0.37,-4.828,1,0.0394,110.028,4,train
Sunday Morning,Maroon 5,2002,['pop'],0.0913,0.608,244880,0.768,0.0,0,0.0629,-5.227,1,0.0475,88.059,4,train
Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion",2021,['pop'],0.0377,0.713,227395,0.676,0.0,10,0.154,-5.483,1,0.027,99.048,4,train
What Lovers Do (feat. SZA),"Maroon 5, SZA",2018,['pop'],0.0788,0.799,199849,0.597,5.66e-06,5,0.1,-5.131,0,0.0611,110.001,4,train
Payphone,"Maroon 5, Wiz Khalifa",2021,['pop'],0.0136,0.739,231387,0.756,0.0,4,0.37,-4.828,1,0.0394,110.028,4,train
Misery,Maroon 5,2010,['pop'],0.000315,0.704,216200,0.81,0.0,4,0.216,-4.874,0,0.0425,102.98,4,train
Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",2018,['pop'],0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,train
She Will Be Loved,Maroon 5,2002,['pop'],0.0596,0.706,257133,0.713,0.0,0,0.132,-5.512,0,0.0301,102.037,4,train
Don't Wanna Know (feat. Kendrick Lamar),"Maroon 5, Kendrick Lamar",2018,['pop'],0.343,0.783,214265,0.61,0.0,7,0.0983,-6.124,1,0.0696,100.047,4,train
Won't Go Home Without You,Maroon 5,2007,['pop'],0.0149,0.737,231173,0.615,0.0,3,0.102,-3.76,1,0.0317,110.023,4,train
Daylight,Maroon 5,2012,['pop'],0.00246,0.657,225307,0.679,0.0,2,0.211,-5.511,1,0.0269,120.007,4,train
Cold (feat. Future),"Maroon 5, Future",2018,['pop'],0.14,0.693,234308,0.717,0.0,9,0.0464,-6.346,0,0.107,99.836,4,train
Harder To Breathe,Maroon 5,2002,['pop'],0.0506,0.662,173693,0.908,0.0,1,0.0508,-4.764,0,0.0449,149.941,4,train
Wait,Maroon 5,2018,['pop'],0.0959,0.655,190643,0.603,0.0,8,0.107,-5.014,1,0.0555,126.088,4,train
Love Somebody,Maroon 5,2012,['pop'],0.145,0.675,229813,0.792,0.0,1,0.12,-6.303,1,0.0368,120.016,4,train
Makes Me Wonder,Maroon 5,2007,['pop'],0.00485,0.803,211080,0.851,0.000358,7,0.0577,-2.429,1,0.0357,113.996,4,train
Girls Like You,Maroon 5,2018,['pop'],0.558,0.611,215230,0.462,1.01e-06,0,0.131,-7.054,1,0.0646,59.635,4,train
Moves Like Jagger,"Maroon 5, Christina Aguilera",2018,['pop'],0.0124,0.72,201240,0.748,0.0,11,0.312,-4.468,0,0.0464,128.008,4,train
Sunday Morning,Maroon 5,2002,['pop'],0.0745,0.607,244867,0.76,0.0,0,0.0595,-5.229,1,0.0482,88.059,4,train
This Love,Maroon 5,2002,['pop'],0.0525,0.712,206200,0.862,0.0,5,0.093,-4.612,0,0.0378,95.051,4,train
Lost,Maroon 5,2021,['pop'],0.223,0.766,172598,0.706,0.00028,7,0.064,-6.553,0,0.16,142.989,4,train
Wake Up Call,Maroon 5,2007,['pop'],0.0302,0.632,201307,0.949,0.0,4,0.0871,-2.671,0,0.0593,164.118,4,train
Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",2018,['pop'],0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,train
Nobody's Love,Maroon 5,2021,['pop'],0.316,0.485,211254,0.567,0.0,1,0.0949,-6.456,1,0.0388,93.676,4,train
Never Gonna Leave This Bed,Maroon 5,2010,['pop'],0.11,0.609,196707,0.81,0.0,11,0.246,-4.207,1,0.0296,117.364,4,train
Can't Leave You Alone (feat. Juice WRLD),"Maroon 5, Juice WRLD",2021,['pop'],0.159,0.727,196898,0.53,0.0,8,0.105,-7.296,1,0.0703,139.996,4,train
Lucky Strike,Maroon 5,2012,['pop'],0.000637,0.674,185280,0.74,0.0,11,0.111,-4.517,0,0.0419,143.998,4,train
Girls Like You,Maroon 5,2018,['pop'],0.6,0.728,214425,0.448,1.11e-06,0,0.131,-7.508,1,0.0541,62.526,4,train
Love Somebody,Maroon 5,2012,['pop'],0.129,0.675,229827,0.79,0.0,1,0.121,-6.295,1,0.0369,120.015,4,train
Harder To Breathe,Maroon 5,2002,['pop'],0.0506,0.662,173693,0.908,0.0,1,0.0508,-4.764,0,0.0449,149.941,4,train
It Was Always You,Maroon 5,2014,['pop'],0.082,0.613,239920,0.765,1.25e-06,11,0.092,-6.582,1,0.0441,103.951,4,train
This Summer,Maroon 5,2014,['pop'],0.000248,0.54,224400,0.766,0.0,4,0.641,-5.148,0,0.07,98.932,4,train
Middle Ground,Maroon 5,2023,['pop'],0.586,0.321,219800,0.49,0.0,2,0.0644,-6.139,1,0.0295,149.563,3,train
Sugar,Maroon 5,2014,['pop'],0.0521,0.748,235507,0.767,0.0,1,0.0859,-7.095,1,0.0333,120.035,4,train
Feelings,Maroon 5,2014,['pop'],0.00365,0.693,194773,0.727,0.0,10,0.0576,-5.364,0,0.0749,121.937,4,train
What Lovers Do (feat. SZA),"Maroon 5, SZA",2017,['pop'],0.0788,0.799,199849,0.597,5.66e-06,5,0.1,-5.131,0,0.0611,110.001,4,train
Sunday Morning - Acoustic,Maroon 5,2004,['pop'],0.57,0.55,254853,0.667,0.0,7,0.705,-8.613,1,0.0776,82.767,4,train
Daylight,Maroon 5,2012,['pop'],0.0022,0.662,225400,0.67,0.0,2,0.203,-5.504,1,0.027,119.977,4,train
Memories Remix (feat. Nipsey Hussle & YG),"Maroon 5, Nipsey Hussle, YG",2021,['pop'],0.855,0.807,189486,0.396,0.0,11,0.0805,-7.415,1,0.0545,91.159,4,train
Beautiful Goodbye,Maroon 5,2012,['pop'],0.002,0.662,255267,0.578,2.45e-06,3,0.104,-2.637,1,0.0343,168.04,4,train
Lips On You,Maroon 5,2018,['pop'],0.137,0.652,216931,0.555,2.18e-05,9,0.09,-6.608,1,0.032,103.043,4,train
She Will Be Loved - Acoustic,Maroon 5,2004,['pop'],0.496,0.618,276787,0.504,4.73e-06,11,0.698,-9.328,0,0.0319,98.12,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Slow Dancing in a Burning Room,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.575,0.667,242000,0.361,0.00506,1,0.0805,-8.69,0,0.0273,134.018,5,train
Waiting On the World to Change,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.157,0.578,201173,0.756,0.000232,2,0.249,-5.82,1,0.115,176.739,4,train
New Light,John Mayer,2021,"['neo mellow', 'singer-songwriter']",0.316,0.826,217427,0.694,0.0285,7,0.074,-7.862,1,0.0315,123.932,4,train
Gravity,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.731,0.753,245827,0.326,0.00131,7,0.24,-9.883,1,0.0342,123.799,3,train
Your Body Is a Wonderland,John Mayer,2001,"['neo mellow', 'singer-songwriter']",0.0206,0.647,249627,0.729,0.0489,5,0.134,-6.251,1,0.0236,94.01,4,train
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,2008,"['neo mellow', 'singer-songwriter']",0.771,0.315,263573,0.296,0.0,5,0.702,-13.262,1,0.0315,173.509,4,train
Daughters,John Mayer,2003,"['neo mellow', 'singer-songwriter']",0.836,0.674,237907,0.413,1.95e-05,2,0.098,-7.816,1,0.0274,124.893,3,train
Something Like Olivia,John Mayer,2012,"['neo mellow', 'singer-songwriter']",0.595,0.771,180627,0.424,0.000372,7,0.0788,-12.156,1,0.0374,98.795,4,train
The Heart of Life,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.958,0.495,198200,0.238,0.0118,1,0.0875,-11.026,1,0.03,175.958,4,train
XO,John Mayer,2014,"['neo mellow', 'singer-songwriter']",0.749,0.431,213627,0.377,0.0,2,0.211,-9.753,1,0.0288,173.67,4,train
Half of My Heart,John Mayer,2009,"['neo mellow', 'singer-songwriter']",0.435,0.681,250373,0.593,0.000117,5,0.106,-9.327,1,0.0251,115.058,4,train
Love on the Weekend,John Mayer,2017,"['neo mellow', 'singer-songwriter']",0.623,0.718,212320,0.583,0.000681,7,0.0612,-7.884,1,0.0288,119.971,4,train
No Such Thing,John Mayer,2001,"['neo mellow', 'singer-songwriter']",0.0383,0.668,231467,0.739,0.0,4,0.13,-4.919,1,0.0308,131.918,4,train
Why Georgia,John Mayer,2001,"['neo mellow', 'singer-songwriter']",0.0208,0.608,268973,0.639,5.94e-05,7,0.0893,-7.205,1,0.0246,96.915,4,train
Stop This Train,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.465,0.619,285053,0.437,0.00619,7,0.0971,-11.756,1,0.0314,89.508,4,train
Last Train Home,John Mayer,2021,"['neo mellow', 'singer-songwriter']",0.235,0.591,187307,0.831,0.00142,4,0.0571,-6.612,1,0.0355,93.007,4,train
I Guess I Just Feel Like,John Mayer,2021,"['neo mellow', 'singer-songwriter']",0.515,0.548,286387,0.483,0.0674,4,0.0922,-9.102,1,0.0268,159.952,4,train
Heartbreak Warfare,John Mayer,2009,"['neo mellow', 'singer-songwriter']",0.191,0.624,269720,0.554,0.00131,2,0.299,-8.113,1,0.0225,97.031,4,train
Who Says,John Mayer,2009,"['neo mellow', 'singer-songwriter']",0.267,0.584,175480,0.509,0.00252,2,0.36,-13.109,1,0.0287,90.457,4,train
Say,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.541,0.485,230213,0.723,1.12e-06,10,0.075,-6.565,1,0.0317,167.845,4,train
Love Is A Verb,John Mayer,2012,"['neo mellow', 'singer-songwriter']",0.445,0.738,144400,0.284,0.00129,9,0.119,-12.0,1,0.0425,65.977,4,train
Wildfire,John Mayer,2013,"['neo mellow', 'singer-songwriter']",0.15,0.719,253493,0.665,0.00092,8,0.144,-8.589,1,0.0331,96.999,4,train
Queen of California,John Mayer,2012,"['neo mellow', 'singer-songwriter']",0.638,0.536,250133,0.738,0.446,4,0.0736,-11.02,1,0.031,83.048,4,train
You're Gonna Live Forever in Me,John Mayer,2017,"['neo mellow', 'singer-songwriter']",0.983,0.542,190013,0.131,0.00544,7,0.156,-14.104,1,0.0316,136.161,4,train
Carry Me Away,John Mayer,2021,"['neo mellow', 'singer-songwriter']",0.0117,0.677,159133,0.713,0.15,4,0.0952,-6.626,1,0.0288,119.997,4,train
In the Blood,John Mayer,2017,"['neo mellow', 'singer-songwriter']",0.386,0.546,243667,0.655,1.04e-05,8,0.0983,-6.526,1,0.0255,80.007,4,train
Edge of Desire,John Mayer,2009,"['neo mellow', 'singer-songwriter']",0.326,0.606,332067,0.441,0.0128,9,0.116,-9.303,1,0.0272,66.443,3,train
Dreaming with a Broken Heart,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.554,0.61,245747,0.349,0.0099,0,0.201,-9.321,1,0.0301,136.012,4,train
Vultures,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.476,0.881,250840,0.478,0.00574,4,0.0737,-10.386,1,0.0304,97.807,4,train
Wild Blue,John Mayer,2021,"['neo mellow', 'singer-songwriter']",0.557,0.816,252413,0.596,0.812,0,0.0842,-8.989,1,0.0294,123.027,4,train
Wildfire (feat. Frank Ocean),"John Mayer, Frank Ocean",2013,"['neo mellow', 'singer-songwriter']",0.893,0.505,85840,0.119,0.0,7,0.198,-17.252,1,0.0425,85.953,4,train
Neon,John Mayer,2001,"['neo mellow', 'singer-songwriter']",0.0181,0.699,262107,0.77,0.000138,5,0.0644,-7.658,0,0.036,101.984,4,train
Who You Love (feat. Katy Perry),"John Mayer, Katy Perry",2013,"['neo mellow', 'singer-songwriter']",0.813,0.694,249933,0.351,0.00165,9,0.097,-10.92,1,0.0382,145.907,4,train
Rosie,John Mayer,2017,"['neo mellow', 'singer-songwriter']",0.489,0.758,240627,0.465,5.13e-05,7,0.116,-6.547,1,0.0374,138.9,4,train
"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,2008,"['neo mellow', 'singer-songwriter']",0.714,0.372,345627,0.442,8.68e-05,4,0.966,-11.488,1,0.0289,92.72,4,train
Til the Right One Comes,John Mayer,2021,"['neo mellow', 'singer-songwriter']",0.242,0.807,219227,0.563,0.00322,3,0.0488,-8.996,1,0.0287,112.985,4,train
I Don't Trust Myself (With Loving You),John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.638,0.842,292013,0.384,0.000487,9,0.0998,-11.384,0,0.0353,84.026,4,train
Still Feel Like Your Man,John Mayer,2017,"['neo mellow', 'singer-songwriter']",0.547,0.858,234920,0.6,0.00117,2,0.132,-6.677,1,0.0631,106.023,4,train
Dear Marie,John Mayer,2013,"['neo mellow', 'singer-songwriter']",0.796,0.601,222720,0.36,0.437,9,0.0883,-10.909,1,0.0262,94.999,4,train
Shouldn't Matter but It Does,John Mayer,2021,"['neo mellow', 'singer-songwriter']",0.457,0.549,236733,0.324,2.2e-06,4,0.133,-11.769,1,0.0285,80.888,4,train
Clarity,John Mayer,2003,"['neo mellow', 'singer-songwriter']",0.173,0.665,271427,0.713,0.0315,2,0.177,-3.552,1,0.0384,94.699,4,train
Perfectly Lonely,John Mayer,2009,"['neo mellow', 'singer-songwriter']",0.00987,0.678,268093,0.53,0.000274,0,0.0437,-8.515,1,0.024,91.779,4,train
I'm Gonna Find Another You,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.821,0.511,163027,0.34,0.00876,9,0.0763,-9.928,1,0.0299,75.328,3,train
Paper Doll,John Mayer,2013,"['neo mellow', 'singer-songwriter']",0.521,0.658,257387,0.475,0.0067,7,0.176,-11.703,1,0.0292,153.851,4,train
Shot in the Dark,John Mayer,2021,"['neo mellow', 'singer-songwriter']",0.0629,0.741,249080,0.556,0.041,2,0.103,-9.184,1,0.0266,122.008,4,train
Born and Raised,John Mayer,2012,"['neo mellow', 'singer-songwriter']",0.355,0.656,287640,0.375,0.0069,0,0.279,-9.205,1,0.0248,131.8,4,train
Love on the Weekend,John Mayer,2016,"['neo mellow', 'singer-songwriter']",0.547,0.729,212627,0.546,0.00287,7,0.0651,-9.305,1,0.0285,119.941,4,train
Emoji of a Wave,John Mayer,2017,"['neo mellow', 'singer-songwriter']",0.772,0.494,239667,0.365,0.000961,11,0.139,-8.92,1,0.0279,165.764,4,train
Belief,John Mayer,2006,"['neo mellow', 'singer-songwriter']",0.033,0.664,242333,0.735,0.0413,5,0.0801,-8.024,1,0.0343,101.346,4,train
The Age of Worry,John Mayer,2012,"['neo mellow', 'singer-songwriter']",0.342,0.508,157587,0.362,4.48e-05,7,0.146,-9.24,1,0.0251,67.339,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Let's Fall in Love for the Night,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.802,0.737,190348,0.408,0.0,5,0.171,-7.941,1,0.104,127.918,4,train
Break My Heart Again,FINNEAS,2020,"['alt z', 'la indie', 'pop', 'pov: indie']",0.905,0.401,237979,0.151,0.0,4,0.0942,-14.227,0,0.042,144.137,4,train
I Lost a Friend,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.587,0.445,237020,0.206,0.0,11,0.122,-11.922,1,0.215,169.003,4,train
I Don't Miss You at All,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.609,0.839,128916,0.316,0.0004,1,0.103,-7.57,0,0.224,148.094,4,train
What They'll Say About Us,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.88,0.538,181210,0.318,7.28e-05,7,0.116,-13.036,0,0.0417,144.988,4,train
Angel,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.743,0.536,311152,0.245,0.00316,5,0.298,-12.531,1,0.0363,130.167,4,train
Partners in Crime,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.802,0.572,223283,0.421,0.000513,7,0.0966,-12.714,1,0.34,172.674,3,train
Die Alone,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.943,0.435,261471,0.0885,0.000924,0,0.105,-11.831,1,0.0314,103.001,4,train
The Kids Are All Dying,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.61,0.731,167552,0.356,0.0,7,0.152,-8.196,1,0.113,137.661,4,train
A Concert Six Months From Now,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.715,0.536,205287,0.233,0.0,7,0.132,-10.272,1,0.0583,138.756,3,train
Naked,FINNEAS,2022,"['alt z', 'la indie', 'pop', 'pov: indie']",0.101,0.735,167096,0.565,5.36e-05,7,0.162,-4.972,1,0.0561,140.009,4,train
New Girl,FINNEAS,2016,"['alt z', 'la indie', 'pop', 'pov: indie']",0.728,0.689,181200,0.285,9.65e-06,8,0.193,-9.4,0,0.0374,75.001,4,train
Love is Pain,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.927,0.609,224279,0.141,0.000104,9,0.0923,-15.33,1,0.0394,78.233,4,train
"Mona Lisa, Mona Lisa",FINNEAS,2022,"['alt z', 'la indie', 'pop', 'pov: indie']",0.0252,0.742,172112,0.521,0.023,0,0.581,-6.844,1,0.0441,125.032,4,train
Claudia,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.552,0.812,161876,0.447,0.0,11,0.323,-7.629,0,0.0765,125.075,4,train
Duero,Aron Finneas,2023,"['alt z', 'la indie', 'pop', 'pov: indie']",0.994,0.373,195600,0.024,0.919,5,0.111,-30.576,0,0.0458,93.125,4,train
Only A Lifetime,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.95,0.598,256759,0.115,0.0,2,0.106,-13.856,1,0.0461,103.402,4,train
Peaches Etude,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.964,0.199,135518,0.0877,0.932,2,0.106,-18.146,1,0.0643,61.901,3,train
Lost My Mind,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.769,0.663,169766,0.276,8.32e-05,7,0.226,-11.042,0,0.0711,134.674,4,train
Genil,Aron Finneas,2024,"['alt z', 'la indie', 'pop', 'pov: indie']",0.993,0.25,161209,0.0256,0.894,3,0.108,-29.162,0,0.0413,69.237,3,train
Shelter,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.61,0.89,187270,0.453,0.0,3,0.0786,-10.041,0,0.0782,119.98,4,train
Medieval,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.754,0.797,171863,0.537,5.49e-05,9,0.107,-5.937,1,0.039,115.069,4,train
Happy Now?,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.53,0.821,172897,0.493,2.63e-06,2,0.248,-6.521,1,0.0626,119.944,4,train
American Cliché,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.0762,0.773,203389,0.503,0.0,11,0.0771,-7.603,0,0.0881,138.054,4,train
Meuse,Aron Finneas,2023,"['alt z', 'la indie', 'pop', 'pov: indie']",0.995,0.563,127500,0.0164,0.936,1,0.109,-32.618,0,0.0554,49.337,4,train
The 90s,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.387,0.796,203258,0.334,0.0,5,0.206,-11.626,1,0.172,135.01,4,train
I'm in Love Without You,FINNEAS,2017,"['alt z', 'la indie', 'pop', 'pov: indie']",0.452,0.608,201469,0.523,1.16e-06,7,0.115,-7.579,1,0.0389,119.887,4,train
Around My Neck,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.0524,0.965,175528,0.303,0.00405,1,0.12,-10.49,1,0.0561,107.048,4,train
Let's Fall in Love for the Night (1964),FINNEAS,2020,"['alt z', 'la indie', 'pop', 'pov: indie']",0.987,0.462,240000,0.0947,7.82e-06,5,0.113,-14.879,1,0.0725,100.742,4,train
Life Moves On,FINNEAS,2018,"['alt z', 'la indie', 'pop', 'pov: indie']",0.807,0.499,251766,0.255,1.66e-05,9,0.0959,-9.929,1,0.0303,114.908,4,train
How It Ends,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.265,0.728,277984,0.525,0.00223,1,0.105,-6.504,0,0.0509,120.028,4,train
Can't Wait To Be Dead,FINNEAS,2020,"['alt z', 'la indie', 'pop', 'pov: indie']",0.0122,0.724,175969,0.438,2.91e-05,9,0.0954,-8.477,1,0.0285,99.947,4,train
Another Year,FINNEAS,2020,"['alt z', 'la indie', 'pop', 'pov: indie']",0.97,0.596,256648,0.0992,1.02e-05,1,0.101,-13.262,0,0.0299,80.181,4,train
Someone Else's Star,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.865,0.617,209174,0.195,3.52e-05,0,0.0964,-11.93,1,0.0467,114.894,4,train
Hollywood Forever,FINNEAS,2018,"['alt z', 'la indie', 'pop', 'pov: indie']",0.912,0.384,251728,0.246,3.82e-06,7,0.0989,-11.356,1,0.0337,113.417,4,train
Flume - Spotify Singles,FINNEAS,2022,"['alt z', 'la indie', 'pop', 'pov: indie']",0.988,0.337,231132,0.0691,0.0722,0,0.104,-15.817,1,0.0374,124.846,4,train
A Little Closer (FINNEAS Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.932,0.373,242413,0.144,4.51e-05,11,0.0924,-17.085,1,0.0372,140.384,1,train
